ID,BA,PPO,Nreads.tot
ASV_2913,6,6,12
ASV_2914,0,12,12
ASV_2915,11,1,12
ASV_2916,3,9,12
ASV_2917,0,12,12
ASV_2918,11,1,12
ASV_2919,0,12,12
ASV_292,234,1381,1615
ASV_2920,0,12,12
ASV_2921,0,12,12
ASV_2922,0,12,12
ASV_2923,0,12,12
ASV_2924,0,12,12
ASV_2925,0,12,12
ASV_2926,0,12,12
ASV_2927,9,3,12
ASV_2928,10,2,12
ASV_2929,0,12,12
ASV_293,1333,260,1593
ASV_2930,12,0,12
ASV_2931,12,0,12
ASV_2932,12,0,12
ASV_2933,12,0,12
ASV_2934,12,0,12
ASV_2935,12,0,12
ASV_2936,12,0,12
ASV_2937,12,0,12
ASV_2938,12,0,12
ASV_2939,12,0,12
ASV_294,1585,0,1585
ASV_2940,12,0,12
ASV_2941,12,0,12
ASV_2942,12,0,12
ASV_2943,12,0,12
ASV_2944,12,0,12
ASV_2945,12,0,12
ASV_2946,0,11,11
ASV_2947,0,11,11
ASV_2948,10,1,11
ASV_2949,0,11,11
ASV_295,386,1198,1584
ASV_2950,0,11,11
ASV_2951,8,3,11
ASV_2952,5,6,11
ASV_2953,9,2,11
ASV_2954,0,11,11
ASV_2955,1,10,11
ASV_2956,2,9,11
ASV_2957,0,11,11
ASV_2958,0,11,11
ASV_2959,10,1,11
ASV_296,0,1579,1579
ASV_2960,10,1,11
ASV_2961,0,11,11
ASV_2962,7,4,11
ASV_2963,0,11,11
ASV_2964,9,2,11
ASV_2965,0,11,11
ASV_2966,9,2,11
ASV_2967,9,2,11
ASV_2968,0,11,11
ASV_2969,0,11,11
ASV_297,420,1152,1572
ASV_2970,0,11,11
ASV_2971,0,11,11
ASV_2972,0,11,11
ASV_2973,5,6,11
ASV_2974,11,0,11
ASV_2975,11,0,11
ASV_2976,11,0,11
ASV_2977,11,0,11
ASV_2978,11,0,11
ASV_2979,11,0,11
ASV_298,929,636,1565
ASV_2980,11,0,11
ASV_2981,11,0,11
ASV_2982,11,0,11
ASV_2983,11,0,11
ASV_2984,11,0,11
ASV_2985,11,0,11
ASV_2986,11,0,11
ASV_2987,11,0,11
ASV_2988,11,0,11
ASV_2989,11,0,11
ASV_299,1554,0,1554
ASV_2990,11,0,11
ASV_2991,0,10,10
ASV_2992,0,10,10
ASV_2993,3,7,10
ASV_2994,0,10,10
ASV_2995,0,10,10
ASV_2996,0,10,10
ASV_2997,0,10,10
ASV_2998,0,10,10
ASV_2999,0,10,10
ASV_3,1145033,31034,1176067
ASV_30,24620,626,25246
ASV_300,1515,1,1516
ASV_3000,7,3,10
ASV_3001,0,10,10
ASV_3002,8,2,10
ASV_3003,9,1,10
ASV_3004,0,10,10
ASV_3005,3,7,10
ASV_3006,0,10,10
ASV_3007,0,10,10
ASV_3008,10,0,10
ASV_3009,10,0,10
ASV_301,1352,163,1515
ASV_3010,10,0,10
ASV_3011,10,0,10
ASV_3012,10,0,10
ASV_3013,10,0,10
ASV_3014,10,0,10
ASV_3015,10,0,10
ASV_3016,10,0,10
ASV_3017,10,0,10
ASV_3018,10,0,10
ASV_3019,10,0,10
ASV_302,879,630,1509
ASV_3020,10,0,10
ASV_3021,10,0,10
ASV_3022,10,0,10
ASV_3023,10,0,10
ASV_3024,10,0,10
ASV_3025,10,0,10
ASV_3026,10,0,10
ASV_3027,10,0,10
ASV_3028,10,0,10
ASV_3029,10,0,10
ASV_303,1134,373,1507
ASV_3030,0,9,9
ASV_3031,0,9,9
ASV_3032,0,9,9
ASV_3033,0,9,9
ASV_3034,0,9,9
ASV_3035,0,9,9
ASV_3036,3,6,9
ASV_3037,1,8,9
ASV_3038,1,8,9
ASV_3039,0,9,9
ASV_304,1048,435,1483
ASV_3040,0,9,9
ASV_3041,8,1,9
ASV_3042,5,4,9
ASV_3043,7,2,9
ASV_3044,5,4,9
ASV_3045,0,9,9
ASV_3046,0,9,9
ASV_3047,0,9,9
ASV_3048,0,9,9
ASV_3049,8,1,9
ASV_305,1465,0,1465
ASV_3050,9,0,9
ASV_3051,9,0,9
ASV_3052,9,0,9
ASV_3053,9,0,9
ASV_3054,9,0,9
ASV_3055,9,0,9
ASV_3056,9,0,9
ASV_3057,9,0,9
ASV_3058,9,0,9
ASV_3059,9,0,9
ASV_306,781,680,1461
ASV_3060,9,0,9
ASV_3061,9,0,9
ASV_3062,9,0,9
ASV_3063,9,0,9
ASV_3064,9,0,9
ASV_3065,9,0,9
ASV_3066,9,0,9
ASV_3067,0,8,8
ASV_3068,0,8,8
ASV_3069,1,7,8
ASV_307,8,1440,1448
ASV_3070,0,8,8
ASV_3071,0,8,8
ASV_3072,0,8,8
ASV_3073,0,8,8
ASV_3074,0,8,8
ASV_3075,0,8,8
ASV_3076,0,8,8
ASV_3077,1,7,8
ASV_3078,4,4,8
ASV_3079,0,8,8
ASV_308,18,1422,1440
ASV_3080,0,8,8
ASV_3081,0,8,8
ASV_3082,0,8,8
ASV_3083,0,8,8
ASV_3084,0,8,8
ASV_3085,0,8,8
ASV_3086,1,7,8
ASV_3087,6,2,8
ASV_3088,0,8,8
ASV_3089,0,8,8
ASV_309,1436,0,1436
ASV_3090,0,8,8
ASV_3091,3,5,8
ASV_3092,0,8,8
ASV_3093,1,7,8
ASV_3094,2,6,8
ASV_3095,0,8,8
ASV_3096,8,0,8
ASV_3097,8,0,8
ASV_3098,8,0,8
ASV_3099,8,0,8
ASV_31,340,23782,24122
ASV_310,783,650,1433
ASV_3100,8,0,8
ASV_3101,8,0,8
ASV_3102,8,0,8
ASV_3103,8,0,8
ASV_3104,8,0,8
ASV_3105,8,0,8
ASV_3106,8,0,8
ASV_3107,8,0,8
ASV_3108,8,0,8
ASV_3109,8,0,8
ASV_311,362,1066,1428
ASV_3110,8,0,8
ASV_3111,8,0,8
ASV_3112,8,0,8
ASV_3113,8,0,8
ASV_3114,8,0,8
ASV_3115,8,0,8
ASV_3116,8,0,8
ASV_3117,8,0,8
ASV_3118,8,0,8
ASV_3119,8,0,8
ASV_312,1409,0,1409
ASV_3120,8,0,8
ASV_3121,8,0,8
ASV_3122,8,0,8
ASV_3123,8,0,8
ASV_3124,8,0,8
ASV_3125,8,0,8
ASV_3126,8,0,8
ASV_3127,8,0,8
ASV_3128,0,7,7
ASV_3129,3,4,7
ASV_313,1407,0,1407
ASV_3130,0,7,7
ASV_3131,0,7,7
ASV_3132,6,1,7
ASV_3133,0,7,7
ASV_3134,4,3,7
ASV_3135,2,5,7
ASV_3136,0,7,7
ASV_3137,0,7,7
ASV_3138,0,7,7
ASV_3139,0,7,7
ASV_314,937,465,1402
ASV_3140,0,7,7
ASV_3141,0,7,7
ASV_3142,0,7,7
ASV_3143,0,7,7
ASV_3144,3,4,7
ASV_3145,0,7,7
ASV_3146,6,1,7
ASV_3147,1,6,7
ASV_3148,3,4,7
ASV_3149,0,7,7
ASV_315,0,1400,1400
ASV_3150,0,7,7
ASV_3151,0,7,7
ASV_3152,0,7,7
ASV_3153,0,7,7
ASV_3154,0,7,7
ASV_3155,3,4,7
ASV_3156,6,1,7
ASV_3157,0,7,7
ASV_3158,2,5,7
ASV_3159,7,0,7
ASV_316,691,704,1395
ASV_3160,7,0,7
ASV_3161,7,0,7
ASV_3162,7,0,7
ASV_3163,7,0,7
ASV_3164,7,0,7
ASV_3165,7,0,7
ASV_3166,7,0,7
ASV_3167,7,0,7
ASV_3168,7,0,7
ASV_3169,7,0,7
ASV_317,944,435,1379
ASV_3170,7,0,7
ASV_3171,7,0,7
ASV_3172,7,0,7
ASV_3173,7,0,7
ASV_3174,7,0,7
ASV_3175,7,0,7
ASV_3176,7,0,7
ASV_3177,7,0,7
ASV_3178,7,0,7
ASV_3179,7,0,7
ASV_318,1366,0,1366
ASV_3180,7,0,7
ASV_3181,7,0,7
ASV_3182,0,6,6
ASV_3183,3,3,6
ASV_3184,2,4,6
ASV_3185,5,1,6
ASV_3186,0,6,6
ASV_3187,0,6,6
ASV_3188,0,6,6
ASV_3189,0,6,6
ASV_319,1204,157,1361
ASV_3190,0,6,6
ASV_3191,0,6,6
ASV_3192,0,6,6
ASV_3193,0,6,6
ASV_3194,0,6,6
ASV_3195,0,6,6
ASV_3196,3,3,6
ASV_3197,0,6,6
ASV_3198,1,5,6
ASV_3199,2,4,6
ASV_32,4664,19236,23900
ASV_320,0,1341,1341
ASV_3200,0,6,6
ASV_3201,0,6,6
ASV_3202,0,6,6
ASV_3203,2,4,6
ASV_3204,0,6,6
ASV_3205,0,6,6
ASV_3206,5,1,6
ASV_3207,6,0,6
ASV_3208,6,0,6
ASV_3209,6,0,6
ASV_321,604,735,1339
ASV_3210,6,0,6
ASV_3211,6,0,6
ASV_3212,6,0,6
ASV_3213,6,0,6
ASV_3214,6,0,6
ASV_3215,6,0,6
ASV_3216,6,0,6
ASV_3217,6,0,6
ASV_3218,6,0,6
ASV_3219,6,0,6
ASV_322,214,1125,1339
ASV_3220,6,0,6
ASV_3221,6,0,6
ASV_3222,6,0,6
ASV_3223,6,0,6
ASV_3224,6,0,6
ASV_3225,6,0,6
ASV_3226,6,0,6
ASV_3227,6,0,6
ASV_3228,6,0,6
ASV_3229,6,0,6
ASV_323,18,1320,1338
ASV_3230,6,0,6
ASV_3231,6,0,6
ASV_3232,6,0,6
ASV_3233,6,0,6
ASV_3234,0,5,5
ASV_3235,0,5,5
ASV_3236,0,5,5
ASV_3237,0,5,5
ASV_3238,0,5,5
ASV_3239,0,5,5
ASV_324,1321,0,1321
ASV_3240,0,5,5
ASV_3241,0,5,5
ASV_3242,0,5,5
ASV_3243,0,5,5
ASV_3244,0,5,5
ASV_3245,0,5,5
ASV_3246,0,5,5
ASV_3247,3,2,5
ASV_3248,4,1,5
ASV_3249,0,5,5
ASV_325,986,334,1320
ASV_3250,0,5,5
ASV_3251,4,1,5
ASV_3252,0,5,5
ASV_3253,0,5,5
ASV_3254,5,0,5
ASV_3255,5,0,5
ASV_3256,5,0,5
ASV_3257,5,0,5
ASV_3258,5,0,5
ASV_3259,5,0,5
ASV_326,153,1165,1318
ASV_3260,5,0,5
ASV_3261,5,0,5
ASV_3262,5,0,5
ASV_3263,5,0,5
ASV_3264,5,0,5
ASV_3265,5,0,5
ASV_3266,5,0,5
ASV_3267,5,0,5
ASV_3268,5,0,5
ASV_3269,5,0,5
ASV_327,835,475,1310
ASV_3270,5,0,5
ASV_3271,5,0,5
ASV_3272,5,0,5
ASV_3273,5,0,5
ASV_3274,5,0,5
ASV_3275,5,0,5
ASV_3276,5,0,5
ASV_3277,5,0,5
ASV_3278,5,0,5
ASV_3279,5,0,5
ASV_328,806,504,1310
ASV_3280,5,0,5
ASV_3281,0,0,0
ASV_3282,0,4,4
ASV_3283,0,4,4
ASV_3284,0,4,4
ASV_3285,0,4,4
ASV_3286,0,4,4
ASV_3287,0,4,4
ASV_3288,0,4,4
ASV_3289,0,4,4
ASV_329,1283,25,1308
ASV_3290,1,3,4
ASV_3291,0,4,4
ASV_3292,0,4,4
ASV_3293,0,4,4
ASV_3294,0,4,4
ASV_3295,0,4,4
ASV_3296,0,4,4
ASV_3297,0,4,4
ASV_3298,3,1,4
ASV_3299,0,4,4
ASV_33,1418,21948,23366
ASV_330,1306,0,1306
ASV_3300,0,4,4
ASV_3301,0,4,4
ASV_3302,0,4,4
ASV_3303,0,4,4
ASV_3304,0,4,4
ASV_3305,0,4,4
ASV_3306,0,4,4
ASV_3307,0,4,4
ASV_3308,0,4,4
ASV_3309,0,4,4
ASV_331,954,341,1295
ASV_3310,0,4,4
ASV_3311,4,0,4
ASV_3312,4,0,4
ASV_3313,4,0,4
ASV_3314,4,0,4
ASV_3315,4,0,4
ASV_3316,4,0,4
ASV_3317,4,0,4
ASV_3318,4,0,4
ASV_3319,4,0,4
ASV_332,1067,226,1293
ASV_3320,4,0,4
ASV_3321,4,0,4
ASV_3322,4,0,4
ASV_3323,4,0,4
ASV_3324,4,0,4
ASV_3325,4,0,4
ASV_3326,4,0,4
ASV_3327,4,0,4
ASV_3328,4,0,4
ASV_3329,4,0,4
ASV_333,1033,256,1289
ASV_3330,4,0,4
ASV_3331,4,0,4
ASV_3332,4,0,4
ASV_3333,4,0,4
ASV_3334,4,0,4
ASV_3335,4,0,4
ASV_3336,4,0,4
ASV_3337,4,0,4
ASV_3338,4,0,4
ASV_3339,4,0,4
ASV_334,1284,0,1284
ASV_3340,0,3,3
ASV_3341,0,3,3
ASV_3342,0,3,3
ASV_3343,0,3,3
ASV_3344,0,3,3
ASV_3345,0,3,3
ASV_3346,0,3,3
ASV_3347,2,1,3
ASV_3348,0,3,3
ASV_3349,0,3,3
ASV_335,1281,1,1282
ASV_3350,0,3,3
ASV_3351,0,3,3
ASV_3352,0,3,3
ASV_3353,0,3,3
ASV_3354,0,3,3
ASV_3355,0,3,3
ASV_3356,0,3,3
ASV_3357,2,1,3
ASV_3358,0,3,3
ASV_3359,0,3,3
ASV_336,1280,0,1280
ASV_3360,0,3,3
ASV_3361,0,3,3
ASV_3362,0,3,3
ASV_3363,0,3,3
ASV_3364,0,3,3
ASV_3365,1,2,3
ASV_3366,0,3,3
ASV_3367,0,3,3
ASV_3368,0,3,3
ASV_3369,0,3,3
ASV_337,1,1276,1277
ASV_3370,0,3,3
ASV_3371,0,3,3
ASV_3372,0,3,3
ASV_3373,0,3,3
ASV_3374,0,3,3
ASV_3375,0,3,3
ASV_3376,0,3,3
ASV_3377,0,3,3
ASV_3378,0,3,3
ASV_3379,0,3,3
ASV_338,0,1276,1276
ASV_3380,0,3,3
ASV_3381,3,0,3
ASV_3382,3,0,3
ASV_3383,3,0,3
ASV_3384,3,0,3
ASV_3385,3,0,3
ASV_3386,3,0,3
ASV_3387,3,0,3
ASV_3388,3,0,3
ASV_3389,3,0,3
ASV_339,82,1191,1273
ASV_3390,3,0,3
ASV_3391,3,0,3
ASV_3392,3,0,3
ASV_3393,3,0,3
ASV_3394,3,0,3
ASV_3395,3,0,3
ASV_3396,3,0,3
ASV_3397,3,0,3
ASV_3398,3,0,3
ASV_3399,3,0,3
ASV_34,22766,118,22884
ASV_340,209,1045,1254
ASV_3400,3,0,3
ASV_3401,3,0,3
ASV_3402,3,0,3
ASV_3403,3,0,3
ASV_3404,3,0,3
ASV_3405,3,0,3
ASV_3406,3,0,3
ASV_3407,3,0,3
ASV_3408,3,0,3
ASV_3409,3,0,3
ASV_341,796,471,1267
ASV_3410,3,0,3
ASV_3411,3,0,3
ASV_3412,3,0,3
ASV_3413,3,0,3
ASV_3414,3,0,3
ASV_3415,3,0,3
ASV_3416,3,0,3
ASV_3417,3,0,3
ASV_3418,3,0,3
ASV_3419,0,2,2
ASV_342,0,1265,1265
ASV_3420,0,2,2
ASV_3421,0,2,2
ASV_3422,0,2,2
ASV_3423,0,2,2
ASV_3424,0,2,2
ASV_3425,0,2,2
ASV_3426,0,2,2
ASV_3427,0,2,2
ASV_3428,0,2,2
ASV_3429,0,2,2
ASV_343,195,1068,1263
ASV_3430,0,2,2
ASV_3431,0,2,2
ASV_3432,0,2,2
ASV_3433,0,2,2
ASV_3434,0,2,2
ASV_3435,0,2,2
ASV_3436,0,2,2
ASV_3437,0,2,2
ASV_3438,1,1,2
ASV_3439,0,2,2
ASV_344,1029,225,1254
ASV_3440,0,2,2
ASV_3441,0,2,2
ASV_3442,0,2,2
ASV_3443,0,2,2
ASV_3444,0,2,2
ASV_3445,0,2,2
ASV_3446,0,2,2
ASV_3447,0,2,2
ASV_3448,0,2,2
ASV_3449,0,2,2
ASV_345,1249,0,1249
ASV_3450,0,2,2
ASV_3451,0,2,2
ASV_3452,2,0,2
ASV_3453,2,0,2
ASV_3454,2,0,2
ASV_3455,2,0,2
ASV_3456,2,0,2
ASV_3457,2,0,2
ASV_3458,2,0,2
ASV_3459,2,0,2
ASV_346,1226,9,1235
ASV_3460,2,0,2
ASV_3461,2,0,2
ASV_3462,2,0,2
ASV_3463,2,0,2
ASV_3464,2,0,2
ASV_3465,2,0,2
ASV_3466,2,0,2
ASV_3467,2,0,2
ASV_3468,2,0,2
ASV_3469,2,0,2
ASV_347,1227,0,1227
ASV_3470,2,0,2
ASV_3471,2,0,2
ASV_3472,2,0,2
ASV_3473,2,0,2
ASV_3474,2,0,2
ASV_3475,2,0,2
ASV_3476,2,0,2
ASV_3477,2,0,2
ASV_3478,2,0,2
ASV_3479,2,0,2
ASV_348,1225,0,1225
ASV_3480,2,0,2
ASV_3481,2,0,2
ASV_3482,2,0,2
ASV_3483,0,1,1
ASV_3484,0,1,1
ASV_3485,0,1,1
ASV_3486,0,1,1
ASV_3487,0,1,1
ASV_3488,0,1,1
ASV_3489,0,1,1
ASV_349,0,1224,1224
ASV_3490,0,1,1
ASV_3491,0,1,1
ASV_3492,0,1,1
ASV_3493,0,1,1
ASV_3494,0,1,1
ASV_3495,0,1,1
ASV_3496,0,1,1
ASV_3497,0,1,1
ASV_3498,0,1,1
ASV_3499,0,1,1
ASV_35,18695,3509,22204
ASV_350,1141,81,1222
ASV_3500,0,1,1
ASV_3501,0,1,1
ASV_3502,0,1,1
ASV_3503,0,1,1
ASV_3504,0,1,1
ASV_3505,0,1,1
ASV_3506,0,1,1
ASV_3507,0,1,1
ASV_3508,0,1,1
ASV_3509,0,1,1
ASV_351,1213,5,1218
ASV_3510,0,1,1
ASV_3511,0,1,1
ASV_3512,0,1,1
ASV_3513,0,1,1
ASV_3514,0,1,1
ASV_3515,0,1,1
ASV_3516,0,1,1
ASV_3517,0,1,1
ASV_3518,0,0,0
ASV_3519,1,0,1
ASV_352,1153,59,1212
ASV_3520,1,0,1
ASV_3521,1,0,1
ASV_3522,1,0,1
ASV_3523,1,0,1
ASV_3524,1,0,1
ASV_3525,1,0,1
ASV_3526,0,0,0
ASV_3527,1,0,1
ASV_3528,1,0,1
ASV_3529,1,0,1
ASV_353,857,350,1207
ASV_3530,1,0,1
ASV_3531,1,0,1
ASV_3532,1,0,1
ASV_3533,1,0,1
ASV_3534,1,0,1
ASV_3535,1,0,1
ASV_3536,1,0,1
ASV_3537,1,0,1
ASV_3538,1,0,1
ASV_3539,1,0,1
ASV_354,0,1204,1204
ASV_3540,1,0,1
ASV_3541,1,0,1
ASV_3542,1,0,1
ASV_3543,1,0,1
ASV_3544,1,0,1
ASV_3545,1,0,1
ASV_3546,1,0,1
ASV_3547,1,0,1
ASV_3548,1,0,1
ASV_3549,1,0,1
ASV_355,734,459,1193
ASV_3550,1,0,1
ASV_3551,0,0,0
ASV_3552,1,0,1
ASV_3553,1,0,1
ASV_3554,1,0,1
ASV_3555,1,0,1
ASV_3556,1,0,1
ASV_3557,1,0,1
ASV_3558,1,0,1
ASV_3559,1,0,1
ASV_356,1067,123,1190
ASV_3560,1,0,1
ASV_3561,1,0,1
ASV_3562,1,0,1
ASV_3563,1,0,1
ASV_3564,1,0,1
ASV_3565,1,0,1
ASV_3566,1,0,1
ASV_3567,1,0,1
ASV_3568,1,0,1
ASV_3569,1,0,1
ASV_357,1185,0,1185
ASV_3570,1,0,1
ASV_3571,1,0,1
ASV_3572,1,0,1
ASV_3573,1,0,1
ASV_3574,1,0,1
ASV_3575,1,0,1
ASV_3576,1,0,1
ASV_3577,1,0,1
ASV_3578,1,0,1
ASV_3579,1,0,1
ASV_358,11,1173,1184
ASV_3580,1,0,1
ASV_3581,1,0,1
ASV_3582,1,0,1
ASV_3583,1,0,1
ASV_3584,1,0,1
ASV_3585,1,0,1
ASV_359,687,486,1173
ASV_36,2402,19780,22182
ASV_360,834,330,1164
ASV_361,1160,0,1160
ASV_362,1149,0,1149
ASV_363,1146,0,1146
ASV_364,449,694,1143
ASV_365,914,225,1139
ASV_366,1137,0,1137
ASV_367,489,647,1136
ASV_368,574,562,1136
ASV_369,275,861,1136
ASV_37,7205,14968,22173
ASV_370,877,252,1129
ASV_371,1122,0,1122
ASV_372,1063,55,1118
ASV_373,1104,17,1121
ASV_374,772,348,1120
ASV_375,721,395,1116
ASV_376,20,1087,1107
ASV_377,680,407,1087
ASV_378,967,110,1077
ASV_379,1072,3,1075
ASV_38,15522,5864,21386
ASV_380,975,96,1071
ASV_381,1070,0,1070
ASV_382,1067,0,1067
ASV_383,452,614,1066
ASV_384,0,1062,1062
ASV_385,1060,0,1060
ASV_386,1049,4,1053
ASV_387,0,1049,1049
ASV_388,1049,0,1049
ASV_389,1008,40,1048
ASV_39,20555,83,20638
ASV_390,864,181,1045
ASV_391,217,827,1044
ASV_392,118,926,1044
ASV_393,1040,0,1040
ASV_394,174,855,1029
ASV_395,863,156,1019
ASV_396,23,993,1016
ASV_397,33,976,1009
ASV_398,765,244,1009
ASV_399,293,713,1006
ASV_4,71598,322710,394308
ASV_40,20264,132,20396
ASV_400,990,15,1005
ASV_401,1000,0,1000
ASV_402,841,154,995
ASV_403,993,0,993
ASV_404,843,149,992
ASV_405,0,988,988
ASV_406,96,885,981
ASV_407,794,186,980
ASV_408,911,69,980
ASV_409,873,104,977
ASV_41,17261,2870,20131
ASV_410,168,800,968
ASV_411,968,0,968
ASV_412,938,26,964
ASV_413,963,0,963
ASV_414,521,439,960
ASV_415,959,0,959
ASV_416,955,0,955
ASV_417,936,0,936
ASV_418,2,933,935
ASV_419,921,11,932
ASV_42,1218,18737,19955
ASV_420,724,207,931
ASV_421,926,5,931
ASV_422,929,2,931
ASV_423,819,99,918
ASV_424,641,272,913
ASV_425,912,0,912
ASV_426,342,568,910
ASV_427,717,193,910
ASV_428,581,327,908
ASV_429,901,7,908
ASV_43,2,3053,3055
ASV_430,0,907,907
ASV_431,907,0,907
ASV_432,803,102,905
ASV_433,888,0,888
ASV_434,871,10,881
ASV_435,478,401,879
ASV_436,687,186,873
ASV_437,751,108,859
ASV_438,857,0,857
ASV_439,683,167,850
ASV_44,17921,0,17921
ASV_440,835,6,841
ASV_441,1,839,840
ASV_442,830,8,838
ASV_443,405,425,830
ASV_444,7,827,834
ASV_445,713,120,833
ASV_446,516,312,828
ASV_447,743,85,828
ASV_448,788,39,827
ASV_449,7,819,826
ASV_45,11639,5552,17191
ASV_450,693,131,824
ASV_451,463,353,816
ASV_452,0,816,816
ASV_453,788,25,813
ASV_454,1,812,813
ASV_455,565,246,811
ASV_456,810,0,810
ASV_457,791,15,806
ASV_458,524,267,791
ASV_459,339,450,789
ASV_46,11192,5462,16654
ASV_460,268,517,785
ASV_461,288,496,784
ASV_462,689,95,784
ASV_463,678,99,777
ASV_464,10,766,776
ASV_465,771,4,775
ASV_466,441,330,771
ASV_467,771,0,771
ASV_468,763,0,763
ASV_469,207,555,762
ASV_47,5875,10446,16321
ASV_470,547,208,755
ASV_471,0,0,0
ASV_472,566,181,747
ASV_473,725,20,745
ASV_474,531,211,742
ASV_475,351,391,742
ASV_476,691,45,736
ASV_477,530,202,732
ASV_478,0,731,731
ASV_479,0,731,731
ASV_48,5352,10357,15709
ASV_480,730,0,730
ASV_481,450,279,729
ASV_482,581,146,727
ASV_483,727,0,727
ASV_484,49,671,720
ASV_485,690,29,719
ASV_486,718,0,718
ASV_487,714,0,714
ASV_488,71,636,707
ASV_489,666,37,703
ASV_49,13166,2466,15632
ASV_490,621,78,699
ASV_491,699,0,699
ASV_492,699,0,699
ASV_493,695,0,695
ASV_494,694,0,694
ASV_495,694,0,694
ASV_496,318,375,693
ASV_497,690,0,690
ASV_498,503,180,683
ASV_499,520,162,682
ASV_5,30048,333900,363948
ASV_50,14463,433,14896
ASV_500,373,304,677
ASV_501,628,45,673
ASV_502,590,82,672
ASV_503,603,67,670
ASV_504,648,22,670
ASV_505,658,12,670
ASV_506,482,187,669
ASV_507,649,20,669
ASV_508,238,430,668
ASV_509,644,20,664
ASV_51,1228,13354,14582
ASV_510,659,4,663
ASV_511,663,0,663
ASV_512,105,556,661
ASV_513,636,20,656
ASV_514,146,510,656
ASV_515,652,1,653
ASV_516,228,421,649
ASV_517,647,0,647
ASV_518,641,4,645
ASV_519,276,367,643
ASV_52,13092,1399,14491
ASV_520,488,154,642
ASV_521,613,29,642
ASV_522,575,67,642
ASV_523,333,307,640
ASV_524,287,352,639
ASV_525,639,0,639
ASV_526,1,636,637
ASV_527,112,524,636
ASV_528,636,0,636
ASV_529,636,0,636
ASV_53,13553,300,13853
ASV_530,622,12,634
ASV_531,630,3,633
ASV_532,633,0,633
ASV_533,629,2,631
ASV_534,192,438,630
ASV_535,597,32,629
ASV_536,621,8,629
ASV_537,383,245,628
ASV_538,4,624,628
ASV_539,587,37,624
ASV_54,13061,210,13271
ASV_540,240,382,622
ASV_541,622,0,622
ASV_542,143,477,620
ASV_543,618,2,620
ASV_544,605,14,619
ASV_545,602,8,610
ASV_546,609,0,609
ASV_547,408,201,609
ASV_548,6,600,606
ASV_549,592,12,604
ASV_55,12687,96,12783
ASV_550,392,210,602
ASV_551,599,0,599
ASV_552,598,0,598
ASV_553,365,232,597
ASV_554,26,570,596
ASV_555,308,285,593
ASV_556,559,34,593
ASV_557,424,166,590
ASV_558,234,356,590
ASV_559,551,37,588
ASV_56,10095,2317,12412
ASV_560,57,530,587
ASV_561,0,587,587
ASV_562,497,86,583
ASV_563,165,418,583
ASV_564,547,36,583
ASV_565,576,6,582
ASV_566,0,580,580
ASV_567,575,0,575
ASV_568,575,0,575
ASV_569,40,532,572
ASV_57,7238,4980,12218
ASV_570,568,3,571
ASV_571,427,145,572
ASV_572,567,4,571
ASV_573,571,0,571
ASV_574,1,569,570
ASV_575,338,230,568
ASV_576,381,184,565
ASV_577,260,301,561
ASV_578,558,0,558
ASV_579,346,209,555
ASV_58,9699,2338,12037
ASV_580,528,27,555
ASV_581,529,26,555
ASV_582,555,0,555
ASV_583,553,0,553
ASV_584,552,0,552
ASV_585,392,158,550
ASV_586,548,0,548
ASV_587,547,0,547
ASV_588,43,503,546
ASV_589,546,0,546
ASV_59,3525,8238,11763
ASV_590,340,205,545
ASV_591,2,542,544
ASV_592,299,241,540
ASV_593,530,7,537
ASV_594,537,0,537
ASV_595,367,168,535
ASV_596,6,526,532
ASV_597,33,496,529
ASV_598,495,34,529
ASV_599,470,59,529
ASV_6,41095,204659,245754
ASV_60,11575,70,11645
ASV_600,528,1,529
ASV_601,0,527,527
ASV_602,128,398,526
ASV_603,391,135,526
ASV_604,526,0,526
ASV_605,524,0,524
ASV_606,316,207,523
ASV_607,522,0,522
ASV_608,394,127,521
ASV_609,520,0,520
ASV_61,78,11401,11479
ASV_610,229,288,517
ASV_611,517,0,517
ASV_612,444,69,513
ASV_613,173,340,513
ASV_614,513,0,513
ASV_615,378,133,511
ASV_616,5,506,511
ASV_617,294,217,511
ASV_618,191,318,509
ASV_619,508,0,508
ASV_62,1535,9905,11440
ASV_620,504,0,504
ASV_621,504,0,504
ASV_622,487,13,500
ASV_623,0,499,499
ASV_624,391,107,498
ASV_625,170,325,495
ASV_626,383,112,495
ASV_627,340,155,495
ASV_628,495,0,495
ASV_629,0,494,494
ASV_63,1091,10036,11127
ASV_630,492,0,492
ASV_631,94,397,491
ASV_632,177,313,490
ASV_633,14,474,488
ASV_634,481,7,488
ASV_635,349,138,487
ASV_636,487,0,487
ASV_637,1,485,486
ASV_638,114,371,485
ASV_639,485,0,485
ASV_64,10673,0,10673
ASV_640,484,0,484
ASV_641,413,70,483
ASV_642,352,131,483
ASV_643,152,331,483
ASV_644,7,474,481
ASV_645,0,481,481
ASV_646,479,0,479
ASV_647,478,0,478
ASV_648,471,6,477
ASV_649,389,86,475
ASV_65,1356,9105,10461
ASV_650,473,0,473
ASV_651,447,25,472
ASV_652,471,0,471
ASV_653,337,130,467
ASV_654,467,2,469
ASV_655,469,0,469
ASV_656,204,263,467
ASV_657,467,0,467
ASV_658,437,29,466
ASV_659,466,0,466
ASV_66,1591,8773,10364
ASV_660,466,0,466
ASV_661,415,50,465
